Age,Attrition,Department,Gender,JobRole,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
40,No,Sales,Female,"Sales Executive",5677,No,3,15,3,11,8,5
25,No,"Human Resources",Female,"Human Resources",2187,No,3,6,3,2,0,1
30,No,"Research & Development",Male,"Laboratory Technician",3748,No,3,12,2,12,8,1
25,No,"Research & Development",Male,"Laboratory Technician",3977,Yes,3,7,2,2,2,0
47,No,"Research & Development",Male,"Healthcare Representative",8633,No,4,25,3,17,14,12
33,No,"Research & Development",Male,"Laboratory Technician",2008,No,3,1,2,1,1,0
38,No,Sales,Male,"Sales Executive",4440,No,3,16,3,15,13,5
31,No,Sales,Male,"Sales Representative",3067,No,3,3,3,2,2,1
38,No,"Research & Development",Male,"Manufacturing Director",5321,No,3,10,3,8,3,7
42,No,"Research & Development",Male,"Research Scientist",5410,Yes,3,9,2,4,3,1
41,No,"Research & Development",Male,"Research Scientist",2782,No,4,12,3,5,3,1
47,No,"Research & Development",Female,"Research Director",11957,No,3,14,1,13,8,5
35,No,"Research & Development",Male,"Laboratory Technician",2660,Yes,3,5,3,2,2,2
22,No,"Research & Development",Male,"Research Scientist",3375,No,3,4,4,3,2,1
35,No,"Research & Development",Male,"Research Scientist",5098,No,3,10,3,10,7,0
33,No,"Research & Development",Female,"Healthcare Representative",4878,Yes,3,10,3,9,7,8
32,No,"Research & Development",Female,"Laboratory Technician",2837,No,3,6,3,6,2,4
40,No,"Research & Development",Male,"Laboratory Technician",2406,No,3,8,2,1,0,0
32,No,Sales,Male,"Sales Representative",2269,No,3,3,3,2,2,2
39,No,"Research & Development",Male,"Research Scientist",4108,No,3,18,3,7,7,1
38,No,"Research & Development",Female,"Research Director",13206,No,3,20,3,18,16,1
32,No,Sales,Female,"Sales Executive",10422,No,3,14,3,14,10,5
37,No,"Research & Development",Female,"Research Director",13744,Yes,4,16,3,16,11,6
25,No,Sales,Female,"Sales Executive",4907,Yes,4,6,2,5,3,0
52,No,Sales,Male,"Sales Representative",3482,No,3,16,2,9,8,0
44,No,"Research & Development",Male,"Research Scientist",2436,Yes,3,6,3,4,3,1
21,No,Sales,Male,"Sales Representative",2380,Yes,3,2,3,2,2,1
39,No,"Research & Development",Male,Manager,19431,No,3,21,2,6,0,1
23,Yes,Sales,Male,"Sales Representative",1790,No,3,1,2,1,0,1
36,No,Sales,Female,"Sales Executive",7644,No,3,10,3,9,7,3
36,No,"Research & Development",Female,"Manufacturing Director",5131,No,3,18,3,4,2,0
56,No,"Research & Development",Male,"Healthcare Representative",6306,No,4,13,2,13,12,1
29,Yes,"Research & Development",Male,"Research Scientist",4787,Yes,3,4,4,2,2,2
42,No,"Research & Development",Male,Manager,18880,No,3,24,2,22,6,4
56,Yes,"Research & Development",Male,"Laboratory Technician",2339,No,3,14,1,10,9,9
41,No,"Research & Development",Female,"Manufacturing Director",13570,No,4,21,3,20,7,0
34,No,Sales,Female,"Sales Executive",6712,No,4,8,3,8,7,1
36,No,Sales,Male,"Sales Executive",5406,No,4,15,2,15,12,11
41,No,Sales,Male,"Sales Executive",8938,No,3,14,3,5,4,0
32,No,"Research & Development",Male,"Research Scientist",2439,No,3,4,3,4,2,1
35,No,"Human Resources",Female,"Human Resources",8837,Yes,3,9,3,9,0,1
38,No,Sales,Female,"Sales Executive",5343,No,3,10,3,10,7,1
50,Yes,Sales,Male,"Sales Executive",6728,No,3,12,3,6,3,0
36,No,Sales,Female,"Sales Executive",6652,No,3,8,2,6,3,0
45,No,Sales,Female,"Sales Executive",4850,No,3,8,3,5,3,0
40,No,"Research & Development",Male,"Research Scientist",2809,No,3,8,3,2,2,2
35,No,"Research & Development",Male,"Healthcare Representative",5689,Yes,3,10,4,10,2,0
40,No,"Research & Development",Female,"Research Scientist",2001,No,3,20,3,5,3,0
35,No,"Research & Development",Female,"Research Scientist",2977,No,3,4,3,4,3,1
29,No,"Research & Development",Male,"Laboratory Technician",4025,Yes,3,10,3,4,3,0
29,No,"Research & Development",Female,"Research Scientist",3785,No,3,5,1,5,4,0
50,Yes,Sales,Male,"Sales Executive",10854,Yes,3,20,3,3,2,2
39,No,Sales,Female,"Sales Executive",12031,No,3,21,2,20,9,9
31,No,"Research & Development",Male,"Manufacturing Director",9936,No,3,10,3,9,4,1
26,No,Sales,Female,"Sales Representative",2966,No,3,5,3,4,2,0
36,No,"Research & Development",Male,"Laboratory Technician",2571,No,3,17,3,5,2,0
39,No,"Research & Development",Male,"Healthcare Representative",9991,No,3,9,3,7,7,1
27,No,"Research & Development",Male,"Manufacturing Director",6142,Yes,4,6,3,6,2,0
49,No,Sales,Male,"Sales Executive",5390,No,3,17,2,9,6,0
34,No,"Research & Development",Male,"Laboratory Technician",4404,No,3,6,4,4,3,1
